Id,SalePrice
2658,143576.86702761793
2718,159589.06842229347
2414,203906.2154873039
1989,107745.79260850331
625,174225.9531811999
333,94803.81719202256
1327,111576.41077548823
858,160256.4822603969
95,177508.12005728917
1568,165466.60047521474
2482,153299.08199402946
1364,124426.58081277406
2584,152067.26117891236
818,271924.1616524799
2673,152342.8539506742
2089,124363.5790607389
1297,160235.35445307815
790,118897.64255617182
2616,188306.03613485012
720,181722.32353007782
222,146603.52299496866
557,128673.90797573072
1148,191338.9270088904
2766,170255.50366977288
534,178902.1025581147
1452,121641.3402939805
630,126000.72930313129
2648,115161.0281752797
125,162539.6453802846
1904,70398.30539399112
1670,113638.24373273716
756,100503.57825049898
717,205915.56535602838
1032,156991.70001096057
852,208047.49338237208
1731,171588.78423350063
2639,116653.69822023125
2071,99015.86895950287
1267,119900.08533279074
1851,189131.72390740196
567,143803.50021601206
2439,200987.07801525417
1898,147593.61264514242
647,146657.98744979207
2256,215864.2587814697
979,99149.73055336552
1444,216691.67333840675
2485,121158.09782638635
157,127395.25391031572
88,124704.92895155799
2003,111987.67726155854
186,204251.13656065371
1425,237313.06761918688
2695,125619.85984597981
738,105330.75008621048
395,152810.45372444435
1353,170785.57674161548
1878,135602.0808913449
390,162144.90791183017
1456,231308.38195845994
1103,322924.74452122254
1387,132534.437246654
2070,142907.91116812048
1199,175685.4392129875
2479,175033.65603563905
501,300926.3787844977
2362,101057.93589647522
1718,198031.0481927456
2188,83217.69649066895
1483,150499.0944496623
2557,94396.16678342942
437,381225.68048225006
2224,214255.2686509093
1628,168309.1730637631
397,137377.75845204713
587,196513.09589146572
2182,751988.0819745618
971,137953.85983430283
2611,147777.5550097142
1887,105338.73596421833
2399,366485.88061530504
2148,198174.7394328285
304,113297.21103778029
1997,122545.55057998671
2817,121569.61192964067
1431,216262.0132133228
427,363311.4639315591
263,126190.44057753577
598,174688.31512429213
2895,216573.48374224512
687,136906.32095472468
1822,133814.0444288009
2191,99250.87154260956
179,131235.6049901708
1009,205562.74467137837
2010,128753.62277559671
1991,126070.10450567762
1411,186535.23532947802
1721,228206.26678731485
1144,189751.36060809842
593,212165.71486532883
575,310765.1204793983
1249,170710.52204403706
1604,126805.97271774363
1064,555368.6572895211
1923,153432.79121378218
1988,109885.5372225873
2325,170032.81969418732
114,199270.25476901862
2700,168401.18030496367
217,142573.5231719618
343,177187.36286537416
386,225513.17419068317
2005,123821.45306856373
2908,143396.13436703815
1814,239479.17109069374
2446,529238.5908263278
208,139068.22743015393
1679,104730.11239432519
822,342973.83488341037
6,195802.28471471887
1781,402310.20918723074
2397,301862.2105419261
2340,326475.3787486587
1618,171807.3416875757
2843,125065.99835151063
1061,361001.8662016032
2786,123196.43614873546
1935,133561.47545388044
1341,118701.56311362964
521,265393.7685982715
2136,137432.89779943874
996,202994.38931900475
227,148693.00795970223
135,181015.10426961386
1167,168819.16097261567
294,257228.83432973223
1776,193110.13908017703
540,165341.45132995784
1717,203438.09713366133
2303,128849.10218553423
116,181834.8570935918
127,130801.59853420664
1371,133794.16347650404
1014,151388.46578763507
1507,102415.7728725624
702,120023.04310562013
750,153299.55552696856
261,152426.54830005058
1559,72172.48276533975
577,218311.2545219561
2812,195178.94969653437
2080,154375.76038010017
1368,109841.16281293829
2376,127890.84474918312
659,105769.05461545492
1235,137526.69537290285
332,79810.45608291835
1917,143310.60806125245
2094,256370.5042642287
1460,250217.66616030078
1471,217859.65765028665
1509,120439.59662570988
1922,133365.92333852418
433,548106.2982504276
460,249721.91687717292
1116,241991.18333979495
1137,168135.40656975613
53,167272.91291633405
2354,245137.0790820868
1475,192469.6472172989
1761,601396.7839489215
842,146503.754365296
2739,176163.59399381996
2509,146884.38070267695
1007,198713.27237576924
2610,178426.38159523436
1952,91279.47767073817
2719,162703.39447216614
2921,89411.53240650227
1966,139449.39534914127
292,110990.08750834166
1204,186195.8552720069
1829,248173.9358700633
2419,181692.47669054763
391,149060.66641956888
798,109003.7761028973
481,194240.92939869832
193,187220.15725990353
555,121661.96936942868
899,75939.52610048701
2357,188034.02889896694
328,121725.59196257578
1356,108707.1168269357
1154,109034.1169544289
1730,173411.11973272703
2249,151218.7298782753
1119,286672.37518661236
2856,133252.69743817605
1394,130320.20843240173
2587,122638.11238169885
61,342789.05572103296
2661,178499.73409985722
2711,134692.25238353043
1147,183828.6075610946
757,135423.7236639677
2623,110059.40162595295
2378,138170.33218762506
1413,142958.7486407156
1722,201668.37501440023
1112,233777.68597605405
1623,193744.7479907682
1201,188205.86670426533
1513,115046.18662908764
957,430537.12027356646
1171,274916.6591259633
1145,196416.2631360045
2726,232147.93325947804
703,153053.28927498322
760,88417.99948396912
1964,142418.84420679146
2512,170455.36082666626
159,138627.47998454818
1281,168869.71182929902
468,178851.91432323866
290,118584.19187522901
665,97557.33827922642
1463,267137.3569900259
1792,227149.22019808626
923,153370.66029164012
500,272699.7986912208
1408,190596.001823312
331,88540.3191299075
170,115792.25000989335
2192,94408.2536746096
2571,285562.7201210029
2314,170558.1784616776
2647,89688.68691583836
422,456523.2616256499
2457,375267.3929399353
1838,182513.83876441064
2805,241579.4777179276
1645,152416.81596239173
1711,287388.29593125323
2825,241716.79331800184
322,346784.7481582458
2103,252686.45676945715
342,116915.08229458358
600,110086.68175011624
488,181701.23540005778
1725,320549.0489498165
2246,255630.24854882417
2847,151471.47890429333
806,234774.801186696
530,234968.34606557398
963,180738.3950476726
2678,90676.73551146293
171,84144.82598137303
2401,452850.00443511
805,222170.1451292702
2259,221575.25641351246
1748,174141.78607074163
1361,141068.85950593115
1677,115150.08524958386
1406,149914.875029231
2322,242852.97593541344
688,157051.51378598574
143,144127.24428345024
804,203450.15027451667
1214,166781.78541427825
2828,144276.2404046635
1999,174537.96564652256
2467,193049.56394203161
2665,154727.27454333848
1538,366980.34750498505
398,124052.96375817613
2822,139038.275885402
2157,147758.1948069608
1856,186626.15325130185
1269,103633.36855553449
2570,118194.1899920268
2320,227898.86499766412
1517,137335.90088930196
2304,124394.59214733915
1312,101485.89693556892
2012,134770.7761745825
506,235864.5335441893
2865,216279.67648671512
2367,102877.55021076652
554,79688.53218387539
238,133620.0191546933
1954,118033.26422683631
2488,125495.37597403441
2291,82746.92648749487
1969,111214.32723255416
2725,152329.6684343775
1482,150257.66149046307
2763,196744.0982706989
503,260572.8330393866
1584,236326.76853764075
1531,141259.07021980663
2210,167393.71004063592
459,339941.1288714922
556,130604.08219694649
1347,140193.35569537443
1290,78224.28936668277
1388,103777.816943103
1571,374559.7551510093
2754,194250.42546509625
765,139448.11534349466
2494,128127.65804352544
2870,229742.56052286096
7,199782.05926197654
1114,235621.63350630002
2418,263389.42232369946
291,128063.91122684177
18,430546.9582988089
39,428936.55665731576
1001,239383.43951644812
2442,225772.16871978948
616,118916.26653597638
2680,71107.04856121712
1414,127072.51996546032
289,150054.612529987
40,246494.32829993125
860,125128.93333889017
409,134081.94455319288
673,153516.87346506983
2427,174507.0561530842
2036,205801.46909535807
2564,141024.7591673517
642,152686.68032479056
1008,184084.76315346445
1908,133284.88052570465
2519,192369.6284616458
1369,91034.7944542504
2855,169856.7208815738
712,95079.99926680219
1943,114919.19188804689
1958,124224.86349256145
107,148725.88719576286
2295,185305.4594063685
704,97345.3009347741
676,137908.42838095152
259,185941.74412284244
93,284610.7389910049
106,247881.00039740867
2315,178732.9247319015
1050,112496.76063436338
1095,199426.30038372797
2709,147868.27357813445
758,127541.76038958144
1496,170429.13851233473
2370,120796.17830800684
2458,332143.5742779665
2733,136695.37240923595
161,257545.33872267586
726,153186.3934212137
845,203261.6317520999
947,247456.02454547666
2232,109392.05988350908
2563,149076.9326968877
2299,137139.886296691
211,85945.20093361785
605,142800.54000263847
1478,188035.0496585239
2247,276691.4060573169
2274,232128.09911871306
2869,206982.49777796993
967,210681.34685257878
2656,123808.97093352993
667,192501.24159119138
1042,111889.80323688651
2023,150037.32908754906
2447,415653.6773713052
2055,126326.69852464438
2275,282735.3518174343
2204,182946.4319610038
1563,268662.14235732163
483,211516.066066886
796,137569.7568541006
1526,162104.48022604632
2042,131992.91763470048
442,338262.98703070055
1693,335416.02104849386
1468,220007.09371330132
1430,201759.66066067864
2605,129457.29650929004
1529,192562.99613961994
335,141384.27953183727
1287,131775.4176258872
31,101738.58073582637
1785,346773.8985678714
82,160851.21546334133
2620,126357.08414126953
252,183052.10110379578
721,70466.11148586828
2165,179052.95714462583
2316,182357.21618907418
775,131063.5389189176
1558,87907.06878828778
17,209062.0683290736
1022,211304.25527632964
925,147709.6654474209
438,272919.11236397014
1270,132459.78798621404
1272,128506.63261448649
215,127492.54908497643
266,226236.14907372833
2402,264161.3145759116
1250,126484.0449976525
1984,100219.49002825147
1279,146778.30595008432
377,244739.17206807737
1252,118067.07363622723
2156,265536.8493237159
499,333636.93075981666
1374,127900.00402133094
2898,238650.25107750588
401,120260.72201496304
2721,144907.39934524838
2078,223551.51349932014
2589,124891.30259813655
1946,205163.43927825522
1334,125225.64278575414
2781,219723.16604439888
431,404142.64219925634
576,190042.57903016798
1474,210454.27654872337
2254,142110.1354689396
2155,277062.6240245068
885,99561.63016000413
643,139284.52641527756
1944,126578.50798510027
480,191500.57720711277
2845,86169.42639563931
2387,309649.1393785095
2407,201797.58798096937
2527,164718.98563651094
2514,146986.5150723016
629,147766.7218689167
80,213939.979702204
1876,141707.96631399277
1546,124607.91367431721
2518,170186.04012196368
2347,162869.13369233604
783,245499.78097085876
1322,36959.67991965354
194,85347.30539130529
1770,297865.1816916911
2143,141360.13113122078
1229,229698.4432836399
511,281901.7190948029
46,217831.2245781959
1348,153960.13258472504
2465,191718.79307230015
387,236073.2002015853
873,219382.39580904815
1918,132658.73151163952
2764,228675.36140979678
2184,100801.10398612244
934,137621.71845010866
1920,132154.0834412927
2631,147093.28004883655
1768,641598.0683750503
2040,119366.88585729964
1749,209124.6228705558
834,240575.23229600006
1457,228667.75442443579
79,119796.15986693882
2302,129815.57690503942
1817,138716.2872493519
2755,227765.76182081844
359,174895.35527437975
2059,114992.27817985714
2092,229280.65224252624
2516,223738.78622134763
150,124466.2290054733
1656,139471.7990463674
83,97909.08340216932
2411,180073.01010937136
795,81959.69960915021
2312,220582.45557648927
2917,96948.40680156414
1624,177997.76952624967
2215,304768.6341506698
1211,149381.39339013843
1485,151610.2720841311
1024,174702.5096752891
570,199868.65259857685
2874,141164.35112902417
700,124962.24038082911
2756,212815.2224469158
2022,190481.27772959493
583,224227.88222094142
2392,378080.5724930279
2424,177594.50621863268
212,110734.73092580083
736,128982.43211619765
1610,165259.1845312618
890,119130.8976296702
467,176935.61470021747
578,231317.79993793304
1747,191470.94940003398
1149,153362.4503129755
2758,274205.5672766721
857,139046.57078625975
2219,257321.53292380378
733,106986.07948333793
2909,112035.63091393778
1798,259744.91371214273
235,126798.77216580568
2366,123845.52313027477
1027,136144.9873912192
1195,138281.0189522663
1303,61971.48007810979
148,187720.3456571107
608,155472.91123069605
2515,195776.3405855382
821,281662.51988223445
2500,257418.01165762235
745,107847.07104601595
741,130003.52518135772
1611,105348.67628073844
2532,130537.09055694361
1081,239304.68842631974
1692,470069.19046628266
2520,170360.7900479929
276,112002.47517325953
1992,127615.95836463178
663,66161.68830254955
418,111730.97912002163
1733,185811.72700868282
2359,153791.87829281317
253,180662.19760911443
1518,177080.14227513346
2035,130651.3044391179
2919,79328.94368464181
1540,269135.32216442
2120,146267.24176650165
1674,169983.71194872184
256,148995.05436917476
2361,106030.08978943001
978,85887.99059711056
2280,176865.95775204187
2095,217152.12405010796
1709,321689.0843080669
2801,246369.16578285166
1246,116469.43544026375
2373,100172.51818866545
1055,312882.72741130565
2017,124672.19415981008
1099,253972.48924515792
1344,86749.09345723045
835,245547.9474871247
1117,222219.957462049
2043,94684.70329792939
2085,131525.5364867946
410,140780.3218801205
2650,113066.65902102717
2867,189800.47140629508
1668,119577.23920052827
1161,153116.91486845157
2122,174105.15756437558
2539,150638.29087207202
1047,133749.70746710442
1445,126064.68519808576
541,134510.5221969652
569,208254.52669090492
1276,114910.97480046684
918,149053.05784112576
326,167477.81160535073
1936,127413.301305728
895,95575.34837825553
257,156314.37975178548
1241,180928.97020492694
1545,121069.15489773978
1189,167881.7872303158
270,147594.08860631892
2066,174021.74814069847
693,112109.37339234268
1259,146288.3437340972
2916,158894.75041096387
2321,286459.53368195577
1977,89388.49178675815
1895,148774.95933678048
1240,164371.5106649038
85,149987.2818691329
1823,129262.96610645077
825,303966.3164672425
110,241133.17905224545
697,116537.19214377296
2297,117151.9006036938
1231,139185.1180141826
1355,133034.9116335684
968,350411.95524857147
584,209638.7137223686
1315,128003.68212651646
1606,148110.33847614494
206,109483.26434116633
1685,400956.87037026294
2016,132704.35745297762
869,205417.71299199958
2135,125780.45857133038
2346,182349.46166546905
2430,243278.77974180004
2198,95728.7794092639
2652,120310.89666895506
27,122237.36921097564
241,168534.83096692548
906,123043.25792385658
1506,111147.40015513494
2098,374025.4286414503
1435,226793.59896966506
2213,159934.5043636267
1274,140751.23642711985
743,36101.29363878333
1737,190428.86014593398
2797,273568.8902104686
2185,80646.66578002345
58,165938.69755258103
830,196952.06559452205
808,120628.99424892775
680,142838.7153537741
1153,113221.5081809203
1291,127814.20265464757
1818,140121.18747846287
2161,179202.45745836277
1883,120115.10743220497
350,366503.5707974783
2473,144529.34103548192
295,191710.8262100157
293,187231.06417974117
859,130864.53915306833
288,66721.86239889394
1578,147398.62810492743
102,184974.20114375046
2831,130037.53645306274
1030,161821.016201468
2551,148536.7840834405
1286,150700.5449572287
958,316294.7140431707
776,131418.9594503349
72,241927.64207798318
2263,255197.01229167805
1866,149367.35740354678
2876,78451.78524891418
2146,245020.35266783164
103,171549.22105845308
1500,141258.76990050857
492,178924.63321265051
167,154250.54260032985
2597,117732.65010291566
2685,105725.14766780092
1035,153971.97564985356
1220,77533.94002993143
2602,160174.14073599142
2159,202980.8944401244
695,132458.3123152397
1109,273611.77401039423
640,183390.43507647264
1652,150149.5880310518
2090,169386.23950979742
1188,185227.0697736982
2345,231549.58218172286
1059,421258.9494488718
2751,226508.6700256885
128,199931.67714930722
1523,162165.70019906448
2925,181141.24165126454
2145,318161.7429983944
1121,219985.74068512663
566,247446.12778395973
565,241527.16450532153
1331,136508.23549729201
2928,125354.46608876338
156,142654.94779685867
797,135861.35538918397
327,93842.41706145971
2859,148647.5052355781
1453,122546.0625655282
1762,346962.3858608967
1868,199666.19898459603
1760,179383.295902714
1113,236244.43883299708
1812,193553.11471924646
117,163088.391433228
1142,212644.3942619763
2342,444724.0002155943
927,147208.1488707793
2478,184912.6921658401
655,92095.83441331307
2064,120254.75728821431
369,311348.42815338424
2239,113105.12631546604
2732,257232.73670334677
1653,161169.77506007144
959,210605.12786322075
2395,352408.9927262999
1412,116720.87094160568
271,244588.69920199696
1484,150831.34654010244
1497,158292.14134072774
552,155841.83453193324
2,121745.34097003686
1855,309983.59578346135
4,263793.82109722897
2292,154705.22812737207
134,146274.6121423305
646,111432.65090021642
42,282148.9230967958
532,234451.74209818136
713,87666.6953740051
2561,141999.41291057246
2360,134870.2816917422
1333,123359.00528466934
1407,256354.67009903875
2892,302264.95178495726
574,213668.61518423184
1227,159626.79281704273
2591,210268.67875200874
1476,215559.16253130586
1125,258844.74319346758
1446,146056.77862492664
408,115581.07557247268
1101,287319.76890826004
2251,194079.76147653777
373,184087.79451392256
2554,126097.81363482017
2382,251882.3387631572
1985,84569.23901381993
519,241394.04626978643
1093,193266.8977245787
864,243907.09224551741
2889,146200.82887250284
2308,195182.7906718364
986,170919.9050372889
1302,146584.520104822
585,157205.5946871281
2708,150620.45571556807
147,137141.1684114476
1441,225318.21470086995
383,180211.0113050265
285,147281.48644289182
181,110724.18111316607
358,190392.36461121592
780,167189.78303539238
258,191244.42154813418
1865,223299.2648598702
692,125626.07593177457
2902,350176.26308519265
508,253039.2979381504
2638,150794.7807841663
36,140183.81442010024
611,174920.96170396547
2281,159699.28678003052
1678,115065.56232873803
1696,518679.58842814784
1557,78081.80262647121
2180,167931.66400560402
1726,227502.915504366
951,145899.12074171333
267,221140.3782541044
2706,138846.246557321
2221,246794.97621794709
1357,174181.25184934432
2901,315865.12608354114
347,175618.98126394989
2164,186643.14713629553
1586,306958.1845842358
360,157307.07011678882
1769,241987.31443662703
2617,142445.41932732463
1879,137541.4614120861
991,234586.40917057724
1535,126523.60086684284
1191,140520.8042977875
1579,198738.79237328738
1882,139230.57603710494
1510,129252.40775315143
2196,160723.9499891978
1845,175302.49183659512
2336,435064.49867175904
942,89763.08467252516
861,131370.82845538313
2555,118881.75096722832
1392,155053.86128334614
2099,250041.97435962
1543,120984.8927274669
948,282123.6787349002
1239,173230.35150511545
22,184510.9988969636
2796,245074.77236394744
2747,184215.62438204774
92,292267.732487313
210,164402.1776408608
1858,194775.94358402523
2228,156830.90755042425
447,224090.58784035186
827,249806.77132582266
1649,201120.13280371073
682,128403.22212967204
2698,111850.96679007463
494,166062.76990109548
214,90492.69869610973
2441,247729.66456518124
2679,101615.94230343695
1336,114636.25593452281
465,177676.39779257777
1524,143167.95421041013
2543,116926.89506445432
631,145291.64726477297
2452,307694.8070319892
228,137691.65666479425
126,175921.95214567153
1092,227240.19842703993
1122,197321.75682036774
932,232868.63373123703
1980,88905.31795071653
2171,108646.78465896638
551,159432.93403894297
2768,194213.3307498075
2056,113666.69379346893
1159,361284.411113095
2645,128446.43041662611
1174,171089.64366283384
2266,202603.63534140377
2462,400910.45029746264
1219,142957.13848450675
2922,179814.72105074135
118,150074.41889161716
474,166585.23672940952
2576,151049.50953986662
872,279145.1830921136
1077,203181.77917986247
1536,139584.80356890694
1150,128321.59412559331
2341,363160.57088141574
1931,148651.6639966329
2785,130204.90042238592
2538,130564.29720553628
597,200882.89584801026
464,180376.78508897056
233,234043.32520635598
2169,135025.89812303754
2123,172226.3453468498
1867,180588.06773135424
137,249102.33774831792
515,240151.89299873257
933,110614.7025165935
2784,169376.85537677884
972,172166.91578546184
599,165834.45034469702
2614,124252.1739299854
2582,134634.1617820248
1409,162772.5495764755
175,102583.71115906067
352,234676.8852323439
976,98484.12369137077
2134,192410.28651726284
984,118194.17153800662
2396,346002.45244488877
1673,141966.1380603318
404,123585.43562394462
607,163712.68801047112
814,144936.51997648296
868,191268.0605639238
2271,184417.45179230222
1633,208165.81390347672
337,158790.120164448
2765,169263.94738861703
1746,246810.6706819394
368,402407.394024658
2806,210182.94703248903
1662,187773.45630843114
1234,216038.48293454794
1373,129839.34571365378
1672,121421.49387379565
1939,126394.87607908966
