Id,SalePrice
2658,145152.90083447134
2718,165908.49744460234
2414,216809.6439937824
1989,108936.86279152223
625,183663.88188192254
333,83533.80979751796
1327,105844.94602485355
858,149181.4552042454
95,179608.8340641318
1568,165590.8785536631
2482,150494.3120391174
1364,121751.97783844764
2584,150236.94460765645
818,277927.5864224573
2673,165700.6027544092
2089,130086.51013366634
1297,162153.98162100167
790,116491.23072503167
2616,194655.58936122176
720,184196.71133112648
222,145463.13979882008
557,120716.95160829337
1148,186101.79042388557
2766,176764.3627286139
534,180780.49401704062
1452,114710.46235018338
630,131856.05400438712
2648,142911.49908649272
125,169634.6222644631
1904,46482.06890884988
1670,104669.27359769047
756,94815.15941351392
717,226240.40791002486
1032,153978.9307984985
852,216022.19486342598
1731,188349.22090901327
2639,131097.45713221037
2071,85007.72636374144
1267,113250.01020405254
1851,184820.85488322296
567,164552.49001063625
2439,204136.46689507522
1898,149843.78883713245
647,167243.45182897532
2256,207951.08326672023
979,95056.63457105146
1444,219641.12855475766
2485,118831.37236521133
157,126097.53703897908
88,117664.5852898533
2003,107288.5767958622
186,199827.87887635187
1425,231696.1657394297
2695,121955.63523740937
738,105421.31286614388
395,154021.70286182186
1353,170519.5888788957
1878,135430.77727254864
390,160004.42494738943
1456,225767.6403017417
1103,309974.9084126389
1387,131175.40106799954
2070,152018.43703975354
1199,174428.32361737592
2479,173543.0335608762
501,303299.922728793
2362,87170.81207403129
1718,200599.47831040775
2188,73015.72192452336
1483,157874.2923218162
2557,84951.62405247134
437,359219.7795231901
2224,211404.7680453357
1628,172149.8761053544
397,136665.68461102457
587,205140.8085868554
2182,592147.8488417739
971,147421.51666052936
2611,145523.15206619332
1887,95279.6150477218
2399,383663.209648269
2148,198326.38465812136
304,124686.99894823175
1997,129098.012104286
2817,110955.96527870579
1431,201197.08838817425
427,370270.531717881
263,119723.051651749
598,183683.7972744927
2895,233660.41977402385
687,148313.12323786208
1822,130066.6540756476
2191,107323.00465348814
179,132797.20363021604
1009,212530.4758396428
2010,121128.4090355892
1991,142501.7301554442
1411,191346.04806677086
1721,222666.05391333366
1144,190671.96785565186
593,209171.88816629874
575,329087.6723497417
1249,184698.60320351983
1604,121440.29763237629
1064,463816.217669114
1923,155957.8806251325
1988,105569.43845641878
2325,170985.94991779904
114,203693.5762855625
2700,179200.63053374368
217,143713.83944315338
343,185296.61949376666
386,215614.8956806006
2005,112840.11193069494
2908,142176.06772683305
1814,241190.09864775953
2446,479962.7548456724
208,135855.73851017051
1679,107823.34972936103
822,354346.62138541706
6,193725.4254817873
1781,401832.7378330432
2397,307756.9428286752
2340,310864.4351072138
1618,173872.39016426794
2843,149106.96194377495
1061,357309.8331074435
2786,117577.38228972613
1935,131420.61930298898
1341,111977.25316584448
521,244447.06743919977
2136,136577.25292106305
996,211586.72100954643
227,146263.36826984328
135,192004.862051218
1167,166646.1137195166
294,229462.80634266918
1776,206539.26182182052
540,170502.38044102598
1717,212841.47539224869
2303,124050.59890459859
116,180435.597678628
127,130809.67584649372
1371,132224.6678866059
1014,169285.43293206027
1507,98125.54020950939
702,132854.9631773264
750,152862.54269381118
261,156827.2518075493
1559,69220.78160273198
577,216846.20711658284
2812,195250.61812314988
2080,161158.04216128378
1368,110052.48372042362
2376,118801.32417108657
659,111402.48689382325
1235,133477.24174331216
332,66555.23920212798
1917,140480.9710368245
2094,253188.25598458538
1460,260289.21425729743
1471,224767.34065591986
1509,125050.96957737398
1922,131255.11314013047
433,463816.5246440389
460,298951.04981336975
1116,237082.35835094814
1137,170693.74786365294
53,158141.80771791583
2354,259798.1512002881
1475,195662.74901324123
1761,493341.10363607085
842,141951.3155056035
2739,181364.23755012572
2509,148335.81493503007
1007,198815.41541669174
2610,185401.34673336096
1952,101119.2253574379
2719,169889.09238723398
2921,78515.22668281315
1966,146741.5427952249
292,120023.85619868059
1204,192977.41124031914
1829,251457.49442224775
2419,193124.91985363304
391,151589.0470738564
798,117467.06108076764
481,194030.40324001168
193,197311.4461369371
555,113214.51102415746
899,63439.077792035125
2357,188328.17111490102
328,133708.16335253848
1356,115783.70109320103
1154,101280.50082300998
1730,185011.47923563237
2249,158011.34568113764
1119,268674.77303179674
2856,142361.50493824593
1394,133086.53673849054
2587,115280.33809763705
61,329501.97321713605
2661,178637.26899434332
2711,131476.76192967582
1147,183127.4983351469
757,125527.79782566344
2623,99006.37259127664
2378,134759.9305112681
1413,154145.9249728879
